F_Left,F_Right,B_Left,B_Right,BR_Left,BR_Right,Label
519,706,384,692,184,663,p5_오른쪽기대기
714,469,752,457,621,200,p6_왼쪽기대기
9,5,6,2,3,4,p0_앉지않음
660,640,658,693,496,457,p1_정자세
845,873,379,430,20,16,p2_앞으로숙이기
348,933,257,811,439,430,p3_오른다리꼬기
867,441,936,282,453,442,p4_왼다리꼬기
555,815,361,723,160,720,p5_오른쪽기대기
772,458,687,435,671,231,p6_왼쪽기대기
1,10,9,2,2,3,p0_앉지않음
761,683,690,799,504,474,p1_정자세
856,859,373,422,8,11,p2_앞으로숙이기
387,829,345,769,380,430,p3_오른다리꼬기
911,416,852,287,473,415,p4_왼다리꼬기
506,690,454,693,175,656,p5_오른쪽기대기
757,558,619,446,619,226,p6_왼쪽기대기
7,6,2,7,0,0,p0_앉지않음
636,698,683,501,552,505,p1_정자세
787,854,454,429,20,8,p2_앞으로숙이기
329,863,385,875,563,431,p3_오른다리꼬기
871,342,905,281,454,453,p4_왼다리꼬기
501,717,443,690,199,687,p5_오른쪽기대기
838,457,680,408,657,183,p6_왼쪽기대기
5,8,0,6,1,2,p0_앉지않음
655,759,695,678,531,470,p1_정자세
825,880,361,472,13,17,p2_앞으로숙이기
454,871,303,892,488,436,p3_오른다리꼬기
879,338,907,286,453,432,p4_왼다리꼬기
535,757,399,651,140,616,p5_오른쪽기대기
789,566,734,477,644,223,p6_왼쪽기대기
5,10,4,9,2,2,p0_앉지않음
599,746,643,627,440,499,p1_정자세
851,797,326,424,19,15,p2_앞으로숙이기
407,896,297,813,387,524,p3_오른다리꼬기
945,280,856,294,439,433,p4_왼다리꼬기
519,790,470,693,195,687,p5_오른쪽기대기
773,503,698,467,631,224,p6_왼쪽기대기
1,3,6,1,0,2,p0_앉지않음
615,635,687,639,551,451,p1_정자세
846,865,341,451,17,6,p2_앞으로숙이기
348,915,270,790,461,538,p3_오른다리꼬기
884,428,819,310,480,449,p4_왼다리꼬기
485,786,544,715,184,642,p5_오른쪽기대기
875,506,670,392,576,210,p6_왼쪽기대기
6,3,4,1,2,2,p0_앉지않음
673,784,608,664,533,496,p1_정자세
842,792,467,391,17,18,p2_앞으로숙이기
318,892,366,805,535,420,p3_오른다리꼬기
852,356,938,204,444,469,p4_왼다리꼬기
501,769,414,670,195,604,p5_오른쪽기대기
747,480,676,466,577,193,p6_왼쪽기대기
11,1,8,5,1,0,p0_앉지않음
706,772,630,645,540,513,p1_정자세
787,853,475,398,1,16,p2_앞으로숙이기
340,826,216,889,420,413,p3_오른다리꼬기
898,317,854,289,402,429,p4_왼다리꼬기
522,752,445,796,221,684,p5_오른쪽기대기
741,511,678,488,645,206,p6_왼쪽기대기
5,4,13,3,1,2,p0_앉지않음
670,685,595,674,520,487,p1_정자세
878,775,364,391,9,6,p2_앞으로숙이기
334,927,364,828,479,475,p3_오른다리꼬기
948,332,778,303,409,421,p4_왼다리꼬기
484,733,457,735,188,665,p5_오른쪽기대기
750,546,690,446,635,195,p6_왼쪽기대기
2,2,7,1,1,3,p0_앉지않음
682,741,620,597,436,552,p1_정자세
804,879,350,465,26,6,p2_앞으로숙이기
295,930,325,881,427,529,p3_오른다리꼬기
904,289,839,239,513,423,p4_왼다리꼬기
524,726,419,604,217,701,p5_오른쪽기대기
704,422,740,367,698,172,p6_왼쪽기대기
1,5,1,2,2,0,p0_앉지않음
782,702,585,599,539,524,p1_정자세
905,822,414,421,18,20,p2_앞으로숙이기
314,895,269,847,477,383,p3_오른다리꼬기
944,293,837,362,463,463,p4_왼다리꼬기
440,697,497,670,185,688,p5_오른쪽기대기
697,513,702,449,629,182,p6_왼쪽기대기
1,6,2,7,1,0,p0_앉지않음
688,679,700,631,488,556,p1_정자세
870,916,462,355,19,22,p2_앞으로숙이기
426,939,348,837,416,435,p3_오른다리꼬기
833,417,838,364,400,493,p4_왼다리꼬기
475,685,531,755,206,651,p5_오른쪽기대기
771,509,660,429,728,280,p6_왼쪽기대기
9,6,3,2,1,1,p0_앉지않음
807,790,687,601,535,490,p1_정자세
763,861,357,359,13,12,p2_앞으로숙이기
348,896,206,910,410,411,p3_오른다리꼬기
886,344,908,313,472,460,p4_왼다리꼬기
511,765,353,687,234,807,p5_오른쪽기대기
689,521,671,552,595,218,p6_왼쪽기대기
0,4,4,8,0,2,p0_앉지않음
700,713,697,585,532,477,p1_정자세
893,863,389,370,19,21,p2_앞으로숙이기
323,854,334,792,397,407,p3_오른다리꼬기
883,283,772,243,475,399,p4_왼다리꼬기
482,847,447,717,171,736,p5_오른쪽기대기
722,488,765,440,651,191,p6_왼쪽기대기
4,6,6,3,1,1,p0_앉지않음
629,620,664,696,534,404,p1_정자세
840,805,407,379,17,14,p2_앞으로숙이기
255,861,300,853,393,388,p3_오른다리꼬기
902,279,783,277,430,414,p4_왼다리꼬기
464,750,413,703,188,656,p5_오른쪽기대기
793,541,764,491,659,186,p6_왼쪽기대기
3,2,5,7,1,1,p0_앉지않음
666,710,622,613,472,520,p1_정자세
846,832,413,379,20,10,p2_앞으로숙이기
340,843,282,782,479,480,p3_오른다리꼬기
931,351,814,259,511,507,p4_왼다리꼬기
506,724,518,665,206,704,p5_오른쪽기대기
708,541,726,448,610,178,p6_왼쪽기대기
5,0,5,6,2,0,p0_앉지않음
765,784,670,598,486,498,p1_정자세
860,850,414,395,16,12,p2_앞으로숙이기
333,876,395,908,472,503,p3_오른다리꼬기
931,359,789,286,436,404,p4_왼다리꼬기
425,774,466,641,177,696,p5_오른쪽기대기
706,508,690,475,615,202,p6_왼쪽기대기
5,5,5,6,4,4,p0_앉지않음
668,584,679,659,542,511,p1_정자세
852,895,463,330,10,14,p2_앞으로숙이기
354,890,321,889,518,473,p3_오른다리꼬기
865,342,846,325,465,532,p4_왼다리꼬기
476,769,567,670,204,612,p5_오른쪽기대기
754,460,752,457,612,225,p6_왼쪽기대기
5,7,1,6,2,1,p0_앉지않음
637,697,711,706,482,448,p1_정자세
832,831,422,394,11,20,p2_앞으로숙이기
357,917,213,753,392,430,p3_오른다리꼬기
923,232,913,308,504,414,p4_왼다리꼬기
525,754,490,688,214,694,p5_오른쪽기대기
717,512,605,485,728,162,p6_왼쪽기대기
4,7,5,5,1,1,p0_앉지않음
695,702,590,646,562,483,p1_정자세
800,843,364,333,15,11,p2_앞으로숙이기
318,906,223,780,476,372,p3_오른다리꼬기
860,260,830,321,454,545,p4_왼다리꼬기
554,703,390,835,231,673,p5_오른쪽기대기
753,513,625,457,652,172,p6_왼쪽기대기
3,9,4,11,0,1,p0_앉지않음
622,639,608,665,510,472,p1_정자세
760,909,385,344,16,16,p2_앞으로숙이기
333,905,242,880,410,425,p3_오른다리꼬기
925,410,913,352,437,388,p4_왼다리꼬기
570,818,416,746,190,710,p5_오른쪽기대기
724,598,739,539,631,212,p6_왼쪽기대기
2,7,7,12,2,2,p0_앉지않음
676,727,631,655,506,485,p1_정자세
852,834,381,453,15,16,p2_앞으로숙이기
277,916,326,834,533,358,p3_오른다리꼬기
931,385,871,308,472,484,p4_왼다리꼬기
463,764,440,645,221,627,p5_오른쪽기대기
675,473,660,501,656,241,p6_왼쪽기대기
3,7,13,6,2,2,p0_앉지않음
628,729,665,637,464,527,p1_정자세
811,935,405,338,12,13,p2_앞으로숙이기
470,864,294,828,469,429,p3_오른다리꼬기
854,340,838,270,428,497,p4_왼다리꼬기
484,693,426,702,159,715,p5_오른쪽기대기
793,571,719,345,711,174,p6_왼쪽기대기
2,5,9,8,2,1,p0_앉지않음
683,717,643,694,533,523,p1_정자세
748,855,394,408,11,8,p2_앞으로숙이기
373,885,328,823,506,490,p3_오른다리꼬기
911,339,884,319,459,491,p4_왼다리꼬기
571,687,397,660,154,647,p5_오른쪽기대기
780,498,673,506,655,210,p6_왼쪽기대기
8,4,11,3,3,1,p0_앉지않음
725,667,705,626,511,473,p1_정자세
887,823,484,350,8,19,p2_앞으로숙이기
320,899,283,797,446,500,p3_오른다리꼬기
940,361,894,247,436,465,p4_왼다리꼬기
493,737,389,595,224,659,p5_오른쪽기대기
795,478,664,450,684,193,p6_왼쪽기대기
7,1,4,4,3,2,p0_앉지않음
787,632,656,658,524,467,p1_정자세
917,850,345,399,13,28,p2_앞으로숙이기
402,901,294,888,489,333,p3_오른다리꼬기
925,351,797,344,539,472,p4_왼다리꼬기
555,840,408,607,219,640,p5_오른쪽기대기
681,496,736,442,618,193,p6_왼쪽기대기
4,0,4,0,2,0,p0_앉지않음
750,679,622,664,465,511,p1_정자세
820,827,420,343,8,16,p2_앞으로숙이기
348,906,316,852,474,453,p3_오른다리꼬기
819,262,927,300,488,436,p4_왼다리꼬기
497,727,573,712,183,583,p5_오른쪽기대기
848,491,737,492,631,220,p6_왼쪽기대기
3,2,8,4,2,2,p0_앉지않음
731,622,620,633,466,517,p1_정자세
897,903,383,414,17,18,p2_앞으로숙이기
306,972,346,888,498,471,p3_오른다리꼬기
858,343,783,320,443,448,p4_왼다리꼬기
560,727,437,701,144,639,p5_오른쪽기대기
625,470,742,472,626,201,p6_왼쪽기대기
1,4,13,10,2,2,p0_앉지않음
651,659,668,623,536,562,p1_정자세
863,854,315,437,9,12,p2_앞으로숙이기
397,941,276,833,422,402,p3_오른다리꼬기
874,269,877,319,472,411,p4_왼다리꼬기
440,752,453,692,191,718,p5_오른쪽기대기
771,598,763,535,607,217,p6_왼쪽기대기
3,0,9,4,0,1,p0_앉지않음
660,665,638,736,473,566,p1_정자세
883,865,437,400,21,17,p2_앞으로숙이기
266,911,339,838,455,425,p3_오른다리꼬기
844,272,788,333,350,423,p4_왼다리꼬기
461,735,357,720,161,695,p5_오른쪽기대기
718,495,700,462,651,187,p6_왼쪽기대기
6,6,2,6,3,2,p0_앉지않음
746,708,603,609,512,537,p1_정자세
961,889,341,361,26,13,p2_앞으로숙이기
352,861,378,870,419,410,p3_오른다리꼬기
912,352,883,327,439,428,p4_왼다리꼬기
492,722,443,700,173,675,p5_오른쪽기대기
731,457,682,462,653,212,p6_왼쪽기대기
7,8,5,1,1,0,p0_앉지않음
784,799,682,692,510,514,p1_정자세
786,847,355,414,14,24,p2_앞으로숙이기
395,911,286,917,448,463,p3_오른다리꼬기
901,329,851,201,388,463,p4_왼다리꼬기
578,767,413,627,223,627,p5_오른쪽기대기
782,519,723,451,665,196,p6_왼쪽기대기
3,2,0,4,3,2,p0_앉지않음
711,663,699,644,562,460,p1_정자세
820,816,325,353,15,11,p2_앞으로숙이기
157,942,215,873,451,534,p3_오른다리꼬기
939,324,821,375,390,457,p4_왼다리꼬기
493,732,467,709,213,655,p5_오른쪽기대기
770,504,667,450,621,176,p6_왼쪽기대기
3,4,5,7,1,2,p0_앉지않음
705,669,653,700,507,509,p1_정자세
821,928,367,316,19,14,p2_앞으로숙이기
334,878,393,864,471,456,p3_오른다리꼬기
910,419,839,227,484,469,p4_왼다리꼬기
505,773,431,701,196,626,p5_오른쪽기대기
809,429,818,493,578,193,p6_왼쪽기대기
4,6,2,5,1,1,p0_앉지않음
656,745,565,673,531,491,p1_정자세
852,896,364,369,12,20,p2_앞으로숙이기
414,844,350,882,512,465,p3_오른다리꼬기
898,407,877,412,488,456,p4_왼다리꼬기
441,720,378,689,227,649,p5_오른쪽기대기
801,516,679,454,668,204,p6_왼쪽기대기
5,2,3,11,3,0,p0_앉지않음
581,703,694,624,540,502,p1_정자세
843,880,373,385,18,14,p2_앞으로숙이기
445,927,331,848,484,437,p3_오른다리꼬기
911,304,891,314,529,545,p4_왼다리꼬기
538,753,402,745,206,671,p5_오른쪽기대기
836,458,653,438,682,216,p6_왼쪽기대기
2,7,1,2,1,1,p0_앉지않음
744,714,738,637,495,548,p1_정자세
846,909,427,282,20,19,p2_앞으로숙이기
397,823,266,826,416,519,p3_오른다리꼬기
899,348,872,328,316,424,p4_왼다리꼬기
429,770,435,700,137,637,p5_오른쪽기대기
805,570,735,383,700,221,p6_왼쪽기대기
4,0,7,3,2,2,p0_앉지않음
776,693,649,728,473,532,p1_정자세
842,809,400,434,21,22,p2_앞으로숙이기
335,860,284,802,441,436,p3_오른다리꼬기
929,239,820,263,497,405,p4_왼다리꼬기
511,743,502,729,203,627,p5_오른쪽기대기
657,512,726,371,600,207,p6_왼쪽기대기
6,2,3,0,3,0,p0_앉지않음
727,698,714,610,502,432,p1_정자세
772,873,310,388,20,18,p2_앞으로숙이기
316,836,325,903,423,417,p3_오른다리꼬기
879,378,899,238,390,543,p4_왼다리꼬기
491,762,415,724,228,661,p5_오른쪽기대기
837,483,686,461,668,206,p6_왼쪽기대기
1,5,3,3,2,1,p0_앉지않음
643,569,737,677,495,473,p1_정자세
734,820,435,447,18,15,p2_앞으로숙이기
415,886,354,834,414,409,p3_오른다리꼬기
857,382,820,248,478,463,p4_왼다리꼬기
548,775,412,703,203,613,p5_오른쪽기대기
694,465,801,429,699,185,p6_왼쪽기대기
7,7,7,6,3,2,p0_앉지않음
785,619,667,664,462,523,p1_정자세
790,823,300,477,13,25,p2_앞으로숙이기
390,917,270,808,470,447,p3_오른다리꼬기
846,274,811,391,538,458,p4_왼다리꼬기
507,733,403,768,256,614,p5_오른쪽기대기
745,477,678,509,597,213,p6_왼쪽기대기
7,4,7,5,3,0,p0_앉지않음
682,696,516,595,467,537,p1_정자세
821,817,440,319,4,13,p2_앞으로숙이기
277,843,328,885,481,494,p3_오른다리꼬기
949,243,868,273,420,472,p4_왼다리꼬기
413,662,481,724,204,614,p5_오른쪽기대기
787,534,704,391,632,225,p6_왼쪽기대기
8,4,4,4,2,1,p0_앉지않음
555,759,739,619,457,494,p1_정자세
842,889,402,360,8,19,p2_앞으로숙이기
379,942,251,923,380,478,p3_오른다리꼬기
823,310,912,341,428,429,p4_왼다리꼬기
505,775,512,677,151,656,p5_오른쪽기대기
727,434,714,439,662,173,p6_왼쪽기대기
6,1,2,4,3,2,p0_앉지않음
753,770,830,652,556,540,p1_정자세
889,920,379,375,16,14,p2_앞으로숙이기
365,962,276,837,456,440,p3_오른다리꼬기
823,320,877,371,403,403,p4_왼다리꼬기
501,646,427,613,241,619,p5_오른쪽기대기
832,555,667,396,642,196,p6_왼쪽기대기
6,2,7,5,1,1,p0_앉지않음
690,659,652,654,510,570,p1_정자세
844,890,411,388,14,14,p2_앞으로숙이기
363,861,226,876,485,479,p3_오른다리꼬기
906,388,878,339,415,406,p4_왼다리꼬기
480,749,437,606,251,639,p5_오른쪽기대기
758,562,582,424,634,189,p6_왼쪽기대기
4,9,7,7,2,0,p0_앉지않음
596,623,667,651,491,485,p1_정자세
930,817,446,400,14,20,p2_앞으로숙이기
423,890,339,864,450,458,p3_오른다리꼬기
872,334,826,345,446,398,p4_왼다리꼬기
463,590,425,701,195,729,p5_오른쪽기대기
778,526,617,431,630,176,p6_왼쪽기대기
2,0,1,7,1,1,p0_앉지않음
699,758,650,677,466,475,p1_정자세
864,925,471,429,15,22,p2_앞으로숙이기
389,808,247,863,378,414,p3_오른다리꼬기
872,337,838,285,483,439,p4_왼다리꼬기
480,682,501,666,167,658,p5_오른쪽기대기
711,473,712,433,742,197,p6_왼쪽기대기
6,0,2,1,1,2,p0_앉지않음
751,717,638,618,544,582,p1_정자세
855,887,417,437,9,12,p2_앞으로숙이기
369,948,259,768,430,490,p3_오른다리꼬기
836,291,856,294,473,400,p4_왼다리꼬기
483,809,390,773,167,683,p5_오른쪽기대기
731,442,675,477,649,233,p6_왼쪽기대기
9,1,1,1,1,3,p0_앉지않음
728,672,649,720,576,510,p1_정자세
743,861,446,411,18,16,p2_앞으로숙이기
288,864,283,892,419,468,p3_오른다리꼬기
912,429,848,212,475,535,p4_왼다리꼬기
535,710,395,652,260,636,p5_오른쪽기대기
716,492,684,528,609,235,p6_왼쪽기대기
5,8,9,5,1,2,p0_앉지않음
695,617,727,662,453,417,p1_정자세
756,880,369,377,17,12,p2_앞으로숙이기
377,903,295,787,417,474,p3_오른다리꼬기
872,410,943,332,509,478,p4_왼다리꼬기
473,760,550,673,168,604,p5_오른쪽기대기
739,449,783,460,688,191,p6_왼쪽기대기
1,1,2,6,2,2,p0_앉지않음
625,699,598,670,519,453,p1_정자세
888,943,441,391,13,13,p2_앞으로숙이기
311,910,243,774,458,450,p3_오른다리꼬기
877,285,861,250,444,520,p4_왼다리꼬기
532,681,386,707,158,569,p5_오른쪽기대기
776,516,722,463,647,180,p6_왼쪽기대기
6,9,3,1,0,1,p0_앉지않음
710,593,671,682,428,460,p1_정자세
853,844,425,392,21,13,p2_앞으로숙이기
300,857,336,851,475,474,p3_오른다리꼬기
819,292,809,259,433,489,p4_왼다리꼬기
559,735,437,664,202,658,p5_오른쪽기대기
790,539,584,442,705,186,p6_왼쪽기대기
8,4,5,1,0,2,p0_앉지않음
744,701,588,652,550,569,p1_정자세
837,783,442,386,19,16,p2_앞으로숙이기
305,902,365,844,408,386,p3_오른다리꼬기
869,329,882,243,512,396,p4_왼다리꼬기
616,836,457,617,198,634,p5_오른쪽기대기
686,514,658,414,641,182,p6_왼쪽기대기
11,3,6,5,2,2,p0_앉지않음
744,713,661,652,494,463,p1_정자세
847,859,420,409,13,14,p2_앞으로숙이기
322,912,288,857,490,421,p3_오른다리꼬기
923,351,930,289,477,450,p4_왼다리꼬기
430,723,494,678,133,648,p5_오른쪽기대기
695,506,777,488,711,183,p6_왼쪽기대기
4,1,2,2,0,3,p0_앉지않음
595,768,712,674,455,436,p1_정자세
828,875,400,347,20,23,p2_앞으로숙이기
338,904,224,833,470,464,p3_오른다리꼬기
879,336,832,286,466,371,p4_왼다리꼬기
496,767,421,676,186,630,p5_오른쪽기대기
750,506,594,482,638,257,p6_왼쪽기대기
1,2,4,6,0,1,p0_앉지않음
729,652,718,627,464,524,p1_정자세
914,866,463,483,10,19,p2_앞으로숙이기
273,916,296,899,496,472,p3_오른다리꼬기
911,375,852,296,507,512,p4_왼다리꼬기
492,761,454,619,189,713,p5_오른쪽기대기
712,605,758,470,672,172,p6_왼쪽기대기
4,9,3,8,0,0,p0_앉지않음
795,699,623,718,549,536,p1_정자세
827,838,415,434,12,15,p2_앞으로숙이기
363,951,337,789,441,412,p3_오른다리꼬기
922,396,854,286,452,458,p4_왼다리꼬기
467,689,347,763,214,664,p5_오른쪽기대기
813,437,613,469,661,148,p6_왼쪽기대기
6,3,2,3,0,1,p0_앉지않음
664,727,642,681,398,466,p1_정자세
872,837,442,309,18,11,p2_앞으로숙이기
313,939,358,891,531,500,p3_오른다리꼬기
868,357,835,401,494,442,p4_왼다리꼬기
543,688,462,653,149,681,p5_오른쪽기대기
795,522,690,386,603,170,p6_왼쪽기대기
4,8,8,0,1,1,p0_앉지않음
573,728,637,644,553,503,p1_정자세
832,872,452,414,18,14,p2_앞으로숙이기
345,904,262,827,505,530,p3_오른다리꼬기
963,283,793,240,455,337,p4_왼다리꼬기
470,820,499,674,186,672,p5_오른쪽기대기
796,473,688,421,596,193,p6_왼쪽기대기
4,1,6,6,2,1,p0_앉지않음
600,723,616,605,449,488,p1_정자세
913,829,345,432,15,4,p2_앞으로숙이기
383,985,169,800,336,446,p3_오른다리꼬기
939,355,905,341,518,496,p4_왼다리꼬기
479,753,406,688,201,646,p5_오른쪽기대기
817,483,653,406,676,157,p6_왼쪽기대기
4,8,5,4,1,0,p0_앉지않음
657,690,663,697,503,554,p1_정자세
914,881,461,350,9,17,p2_앞으로숙이기
282,888,338,906,439,424,p3_오른다리꼬기
912,296,843,299,448,453,p4_왼다리꼬기
458,713,412,618,210,685,p5_오른쪽기대기
789,486,659,487,675,206,p6_왼쪽기대기
10,4,4,3,0,2,p0_앉지않음
694,725,742,630,406,519,p1_정자세
856,820,419,439,10,13,p2_앞으로숙이기
423,871,303,745,390,456,p3_오른다리꼬기
949,281,852,281,488,401,p4_왼다리꼬기
521,717,461,703,192,669,p5_오른쪽기대기
752,493,682,453,658,170,p6_왼쪽기대기
3,1,4,3,2,2,p0_앉지않음
653,699,681,641,470,456,p1_정자세
884,886,389,438,0,21,p2_앞으로숙이기
342,905,283,905,407,508,p3_오른다리꼬기
915,381,836,234,487,462,p4_왼다리꼬기
568,740,429,769,257,650,p5_오른쪽기대기
712,540,687,479,639,246,p6_왼쪽기대기
2,6,3,4,1,2,p0_앉지않음
745,727,644,657,535,537,p1_정자세
742,839,388,433,14,18,p2_앞으로숙이기
296,910,345,791,550,497,p3_오른다리꼬기
900,308,842,304,467,510,p4_왼다리꼬기
476,778,385,679,211,677,p5_오른쪽기대기
712,477,773,508,658,132,p6_왼쪽기대기
